STT,MaSo,Thuoc,dvt,dongia,tondauky_sl,tondauky_thanhtien,nhaptrongky_sl,nhaptrongky_thanhtien,xuattrongky_sl,xuattrongky_thanhtien,toncuoiky_sl,toncuoiky_thanhtien,thang,nam,hoatchat_dvt
130,EPR0023,"Eprex 2000 UI/0,5ml [Erythropoietin](Lô:),Date )'HSX:Cilag AG' 'NSX:Switzerland",ống,269998.94,36,9719962,0,0,9,2429990.5,27,7289971.5,5,2019,
131,ERW001,"Erwinase 10.000 IU [L-asparaginase](Lô:),Date )'HSX:Proton Biopharma Ltd.' 'NSX:Anh",lọ,26860000,0,0,32,859520000,30,805800000,2,53720000,5,2019,
132,EXJA01,"Exjade (1420) 250mg [Deferasirox](Lô:),Date )'HSX:Novartis Pharma Stein AG' 'NSX:Thụy Sĩ",Viên,192595,258,49689510,0,0,25,4814875,233,44874635,5,2019,deferasirox_250_vien
133,EXJ0013,"Exjade 125mg [Deferasirox](Lô:),Date )'HSX:Novartis Pharma Stein AG' 'NSX:Switzerland",viên,96297,1232,118637904,0,0,0,0,1232,118637904,5,2019,
134,FAN001,"Fanlodo 500mg [Levofloxacin](Lô:),Date )'HSX:Solupharm Pharmazeutische Erzeugnisse GmbH' 'NSX:Germany",lọ,79000,50,3950000,0,0,0,0,50,3950000,5,2019,
135,FEN002,"Fenilham 2ml 100mcg [Fentanyl](Lô:),Date )'HSX:Hameln Pharmaceuticals GmbH' 'NSX:Germany",Ống,12990,92,1195080,0,0,15,194850,77,1000230,5,2019,
136,FLU001,"Fluconazole 200mg [Fluconazol](Lô:),Date )'HSX:Solupharm Pharmazeutische Erzeugnisse GmbH' 'NSX:Germany",lọ,280000,6,1680000,0,0,0,0,6,1680000,5,2019,
137,FLUD01,"Fludarabin ""Ebewe"" (lô 1) 50mg/2ml [Fludarabin](Lô:),Date )'HSX:Ebewe Pharma Ges.m.b.H.N fg.KG' 'NSX:Áo",Lọ,2029999.97,12,24359999.63,0,0,12,24359999.63,0,0,5,2019,
138,FLUD01,"Fludarabin ""Ebewe"" (lô 1) 50mg/2ml [Fludarabin](Lô:),Date )'HSX:Ebewe Pharma Ges.m.b.H.N fg.KG' 'NSX:Áo",Lọ,2030000,50,101500000,0,0,22,44660000,28,56840000,5,2019,
139,FLUD02,"Fludarabin_""Ebewe"" (lô 2) 50mg/2ml [Fludarabin](Lô:),Date )'HSX:Ebewe Pharma Ges.m.b.H.N fg.KG' 'NSX:Áo",Lọ,2030000,50,101500000,15,30450000,0,0,65,131950000,5,2019,
140,FOLA01,"Folacid 5mg [Folic acid (vitamin B9) ](Lô:),Date )'HSX:Công ty cổ phần dược phẩm dược liệu Pharmedic' 'NSX:Việt Nam",Viên,177,169,29912.75,0,0,169,29912.75,0,0,5,2019,acidfolic_5_vien
141,FOR0012,"Fortum 1g [Ceftazidim](Lô:),Date )'HSX:GlaxoSmithKline Manufacturing SpA' 'NSX:Italy",lọ,75600,5580,421848000,1600,120960000,1863,140842800,5317,401965200,5,2019,
142,FUMA01,"Fumafer B9 Corbiere daily use 182,04mg + 0,4mg [Sắt fumarat + acid folic](Lô:),Date )'HSX:Công Ty Cổ Phần Dược Phẩm Sanofi-Synthelabo Việt Nam' 'NSX:Việt Nam",Viên,1244,3,3731.99,0,0,2,2487.99,1,1244,5,2019,
143,FURO01,"Furosemid A.T( inj) 20mg/2ml [Furosemid](Lô:),Date )'HSX:Công ty Cổ phần Dược phẩm An Thiên' 'NSX:Việt Nam",Ống,1029,1049,1079421,0,0,231,237699,818,841722,5,2019,
144,GAS001,"Gastropulgite 2,5g + 0,5g [Attapulgit mormoiron hoạt hóa + hỗn hợp magnesi carbonat-nhôm hydroxyd](Lô:),Date )'HSX:Beaufour Ipsen Industrie' 'NSX:Pháp",gói,3053,533,1627249,0,0,11,33583,522,1593666,5,2019,
145,GEBH01,"Gebhart 4mg + 3g [Guaiazulen + dimethicon ](Lô:),Date )'HSX:Công ty cổ phần dược phẩm Đạt Vi Phú' 'NSX:Việt Nam",Gói,4200,3082,12944400,6480,27216000,7148,30021600,2414,10138800,5,2019,guaiazulen_dimethicon_goi
146,GLI001111,"Glivec [BHYT] 100mg Imatinib [Imatinib](Lô:),Date )'HSX:Novartis Pharma Produktions GmbH' 'NSX:Germany",viên,384038,1620,622141559.55,0,0,0,0,1620,622141559.55,5,2019,imatinib_100_vien
147,GLI001111,"Glivec [BHYT] 100mg Imatinib [Imatinib](Lô:),Date )'HSX:Novartis Pharma Produktions GmbH' 'NSX:Germany",viên,384038,33000,12673254000.45,0,0,3547,1362182786,29453,11311071214.45,5,2019,imatinib_100_vien
148,GLIV01,"Glivec_[BHYT] 100mg [Imatinib](Lô:),Date )'HSX:Novartis Pharma Produktions GmbH' 'NSX:Đức",Viên,384038,660,253465079.7,0,0,660,253465079.7,0,0,5,2019,imatinib_100_vien
149,GLIV01,"Glivec_[BHYT] 100mg [Imatinib](Lô:),Date )'HSX:Novartis Pharma Produktions GmbH' 'NSX:Đức",Viên,384038,22783,8749537754.3,0,0,22740,8733024120.3,43,16513634,5,2019,imatinib_100_vien
150,GLUC07,"Glucofine 1000mg [Metformin](Lô:),Date )'HSX:Công ty Cổ phần xuất nhập khẩu y tế Domesco' 'NSX:Việt Nam",Viên,567,458,259686,0,0,235,133245,223,126441,5,2019,
151,GLUC06,"Glucose  500ml (10%) 0.1 [Glucose](Lô:),Date )'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:VietNam",Chai nhựa PPKB,10710,71,760410,0,0,10,107100,61,653310,5,2019,
152,GLUC03,"Glucose (B.Braun) 100ml 5% [Glucose](Lô:),Date )'HSX:Công ty TNHH B. Braun Việt Nam' 'NSX:Việt Nam",Chai,8400,159,1335600,80,672000,69,579600,170,1428000,5,2019,
153,DIC001,"Glucose (Bidiphar)100ml 5% [Glucose](Lô:),Date )'HSX:Công ty cổ phần dược phẩm Bidiphar' 'NSX:Việt Nam",chai,7350,2,14700,0,0,2,14700,0,0,5,2019,
154,GLUC01,"Glucose 250ml 0.05 [Glucose](Lô:),Date )'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Chai Nhựa Ppkb,8358,336,2808288,210,1755180,333,2783214,213,1780254,5,2019,
155,GLUC02,"Glucose 500ml (OPV) 0.05 [Glucose](Lô:),Date )'HSX:OPV' 'NSX:Việt Nam",Chai,8880,622.2,5525136,4200,37296000,3639,32314320,1183.2,10506816,5,2019,
156,GLUC05,"Glucose 500ml 20% [Glucose](Lô:),Date )'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:VietNam",Chai,12495,22,274890,60,749700,4,49980,78,974610,5,2019,
157,GLUC04,"Glucose 500ml 30% [Glucose](Lô:),Date )'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:VietNam",Chai,14490,60,869400,0,0,0,0,60,869400,5,2019,
158,GRAF02,"Grafalon (100mg/5ml) 20mg/ml [Anti thymocyte globulin](Lô:),Date )'HSX:Neovii Biotech GmBh' 'NSX:Đức",Lọ,15920000,0,0,34,541280000,0,0,34,541280000,5,2019,
159,HAEM01,"Haemoctin SDH 250IU [Yếu tố VIII](Lô:),Date )'HSX:Sản xuất: Biotest AG; Xuất xưởng: Biotest Pharma GmbH' 'NSX:Đức",Lọ,1700000,116,197200000,0,0,30,51000000,86,146200000,5,2019,
160,HAEM02,"Haemoctin SDH 500IU [Yếu tố VIII](Lô:),Date )'HSX:Sản xuất: Biotest AG; Xuất xưởng: Biotest Pharma GmbH' 'NSX:Đức",Lọ,3386000,50,169300000,0,0,0,0,50,169300000,5,2019,
161,HEP001,"Heparin-Belmed 25.000IU/ 5ml [Heparin (natri)](Lô:),Date )'HSX:Belmedpreparaty  RUE' 'NSX:Belarus",lọ,69930,95,6643350,60,4195800,123,8601390,32,2237760,5,2019,
162,HOLO03,"Holoxan 1g [Ifosfamid](Lô:),Date )'HSX:Baxter Oncology GmbH.' 'NSX:Đức",Lọ,409999.8,10,4099998,0,0,6,2459998.8,4,1639999.2,5,2019,
163,HOLO04,"Holoxan 1g [Ifosfamid](Lô:),Date )'HSX:Baxter Oncology GmbH.' 'NSX:Đức",Lọ,409999.8,20,8199996,20,8199996,3,1229999.4,37,15169992.6,5,2019,
164,HYDR01,"Hydrocortison A.T 100mg [Hydrocortison  ](Lô:),Date )'HSX:Công ty Cổ phần Dược phẩm An Thiên' 'NSX:Việt Nam",Lọ,7350,1355,9959250,1000,7350000,1073,7886550,1282,9422700,5,2019,
165,IMMU01,"Immunine 600UI [Yếu tố IX](Lô:),Date )'HSX:Baxter AG' 'NSX:Áo",Bộ,4788000,14,67032000,16,76608000,10,47880000,20,95760000,5,2019,
166,IMM003,"ImmunoRel 2.500mg/50ml (IgG tối thiểu 95%) [Immune globulin](Lô:),Date )'HSX:Reliance life sciences PVT.LTD' 'NSX:India",chai,2550000,6,15300000,0,0,0,0,6,15300000,5,2019,
167,INT003,"Intratect 2.500mg (IgG tối thiểu 95%) [Immune globulin](Lô:),Date )'HSX:Biotest AG' 'NSX:Germany",lọ,3405000,20,68100000,0,0,14,47670000,6,20430000,5,2019,
168,INTR01,"Intratect 2.500mg (IgG tối thiểu 95%) [Immune globulin](Lô:),Date )'HSX:Sản xuất: Biotest AG; Xuất xưởng: Biotest Pharma GmbH' 'NSX:Đức",Lọ,3295000,80,263600000,0,0,6,19770000,74,243830000,5,2019,
169,INV0011,"Invanz 1g Ertapenem [Ertapenem*](Lô:),Date )'HSX:Laboratoires Merck Sharp & Dohme - Chibret' 'NSX:France",lọ,552420.97,36,19887155,0,0,0,0,36,19887155,5,2019,
170,INV0011,"Invanz 1g Ertapenem [Ertapenem*](Lô:),Date )'HSX:Laboratoires Merck Sharp & Dohme - Chibret' 'NSX:France",lọ,552421,32,17677472,0,0,5,2762105,27,14915367,5,2019,
171,IVBU01,"IV Busulfex® Injection 60mg/10ml [Busulfan](Lô:),Date )'HSX:Patheon Manufacturing Services, LLC' 'NSX:Mỹ",Ống,4389000,83,364287000,0,0,7,30723000,76,333564000,5,2019,
172,IVB001,"IV Busulfex® Injection 60mg/10ml [Busulfan](Lô:),Date )'HSX:Patheon Manufacturing Services, LLC' 'NSX:USA",lọ,4389000,5,21945000,0,0,0,0,5,21945000,5,2019,
173,IVG001,"IV Globulin SN inj 2.500mg (IgG tối thiểu 95%) [Immune globulin](Lô:),Date )'HSX:Greencross Corporation' 'NSX:Korea",lọ,2909999.4,3,8729998.2,0,0,0,0,3,8729998.2,5,2019,
174,JIME01,"Jimenez 300mg [Tenofovir (TDF) ](Lô:),Date )'HSX:Công ty cổ phần dược phẩm Đạt Vi Phú' 'NSX:Việt Nam",Viên,2370,0,0,0,0,0,0,0,0,5,2019,
175,JIME02,"Jimenez 300mg [Tenofovir (TDF)](Lô:),Date )'HSX:Công ty cổ phần dược phẩm Đạt Vi Phú' 'NSX:Việt Nam",Viên,2370,0,0,0,0,0,0,0,0,5,2019,
176,JIME02,"Jimenez 300mg [Tenofovir (TDF)](Lô:),Date )'HSX:Công ty cổ phần dược phẩm Đạt Vi Phú' 'NSX:Việt Nam",Viên,2370,2062,4886934.11,0,0,611,1448068.25,1451,3438865.85,5,2019,
177,KAGA02,"Kagasdine 20mg [Omeprazol](Lô:),Date )'HSX:Công ty cổ phần dược phẩm Khánh Hoà' 'NSX:Việt Nam",Viên,127,11945,1517015,10000,1270000,9958,1264666,11987,1522349,5,2019,omeprazol_20_vien
178,KALI01,"Kali Clorid Kabi 10ml 10% [Kali clorid](Lô:),Date )'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Ống,1880,349,656119.46,0,0,349,656119.46,0,0,5,2019,
179,KALI01,"Kali Clorid Kabi 10ml 10% [Kali clorid](Lô:),Date )'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Ống,1880,600,1128000,4200,7896000,2299,4322120,2501,4701880,5,2019,
180,KAM001,"Kamydazol 750.000 IU + 125mg [Spiramycin + metronidazol](Lô:),Date )'HSX:Công ty cổ phần dược phẩm Khánh Hoà' 'NSX:Việt Nam",viên,754,2,1508,0,0,0,0,2,1508,5,2019,
181,KED002,"Kedrigamma 50mg/ml [Immune globulin](Lô:),Date )'HSX:Kedrion S.P.A' 'NSX:Italy",chai,3699998.4,17,62899972.8,0,0,0,0,17,62899972.8,5,2019,
182,KUPB01,"Kupbloicin 15 I.U [Bleomycin](Lô:),Date )'HSX:Korea United Pharm. Inc.' 'NSX:Korea",Lọ,467712,0,0,10,4677120,4,1870848,6,2806272,5,2019,
183,KUP001,"Kupunistin 10mg [Cisplatin](Lô:),Date )'HSX:Korea United Pharm. Inc.' 'NSX:Korea",lọ,65500,1,65500,0,0,0,0,1,65500,5,2019,
184,KUPU01,"Kupunistin 10mg/10ml [Cisplatin](Lô:),Date )'HSX:Korea United Pharm. Inc.' 'NSX:Korea",Lọ,65199.99,65,4237999.45,0,0,44,2868799.63,21,1369199.82,5,2019,
185,KUPU01,"Kupunistin 10mg/10ml [Cisplatin](Lô:),Date )'HSX:Korea United Pharm. Inc.' 'NSX:Korea",Lọ,65200,100,6519999.5,0,0,0,0,100,6519999.5,5,2019,
186,KUPU01,"Kupunistin 10mg/10ml [Cisplatin](Lô:),Date )'HSX:Korea United Pharm. Inc.' 'NSX:Korea",Lọ,65200,200,13040000,0,0,0,0,200,13040000,5,2019,
187,LAN0012,"Lantus® 100 đơn vị/ml (1000 đơn vị /lọ 10ml) [Insulin tác dụng chậm, kéo dài (Slow-acting, Long-acting)](Lô:),Date )'HSX:Sanofi-Aventis Deutschland GmbH' 'NSX:Germany",lọ,505029,23,11615667,30,15150870,8,4040232,45,22726305,5,2019,
188,LEDR01,"Ledrobon 4mg/100ml [Zoledronic acid](Lô:),Date )'HSX:Industria Farmaceutica Galenica Senese S.r.L' 'NSX:Italy",Túi,3950000,82,323900000,70,276500000,39,154050000,113,446350000,5,2019,
189,LEV001,"Levonor 1mg/ml [Nor-epinephrin (Nor- adrenalin)](Lô:),Date )'HSX:Warsaw Pharmaceutical Works Polfa S.A' 'NSX:Ba Lan",ống,31500,502,15813000,0,0,104,3276000,398,12537000,5,2019,
190,LIDO01,"Lidocain Kabi 2ml 0.02 [Lidocain (hydroclorid)](Lô:),Date )'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Ống,413,678,280014,1000,413000,849,350637,829,342377,5,2019,
191,LINZ01,"Linzolid 600 IV Infusion 600mg/300ml [Linezolid*](Lô:),Date )'HSX:Incepta Pharmaceuticals Ltd.,' 'NSX:Bangladesh",Chai,420000,65,27300000,0,0,0,0,65,27300000,5,2019,
192,LIP0012,"Lipitor 10mg [Atorvastatin](Lô:),Date )'HSX:Pfizer Pharmaceuticals LLC, Packed by Pfizer Manufacturing Deutschland GmbH' 'NSX:USA; Đóng gói: Germany",viên,15941,480,7651680,0,0,162,2582442,318,5069238,5,2019,
193,LIPI01,"Lipitor 20mg [Atorvastatin](Lô:),Date )'HSX:Pfizer Pharmaceuticals LLC ; Đóng gói và xuất xưởng: Pfizer Manufacturing Deutschland GmbH' 'NSX:Mỹ; Đóng gói: Đức",Viên,15941,829,13215088.54,0,0,421,6711160.77,408,6503927.77,5,2019,
194,LIPI01,"Lipitor 20mg [Atorvastatin](Lô:),Date )'HSX:Pfizer Pharmaceuticals LLC ; Đóng gói và xuất xưởng: Pfizer Manufacturing Deutschland GmbH' 'NSX:Mỹ; Đóng gói: Đức",Viên,15941,2700,43040700,0,0,0,0,2700,43040700,5,2019,
195,LIP0013,"Lipitor 40mg [Atorvastatin](Lô:),Date )'HSX:Pfizer Pharmaceuticals LLC, Packed by Pfizer Manufacturing Deutschland GmbH' 'NSX:USA; Đóng gói: Germany",viên,22778,300,6833400,0,0,0,0,300,6833400,5,2019,
196,LIP0032,"Lipofundin MCT/LCT 10%, 250ml [Nhũ dịch lipid](Lô:),Date )'HSX:B.Braun Melsungen AG' 'NSX:Germany",chai,142800,24,3427200,0,0,0,0,24,3427200,5,2019,
197,LIP0031,"Lipofundin MCT/LCT 10%, 500ml [Nhũ dịch lipid](Lô:),Date )'HSX:B.Braun Melsungen AG' 'NSX:Germany",chai,163800,12,1965600,0,0,1,163800,11,1801800,5,2019,
198,LIP0033,"Lipofundin MCT/LCT 10%, 500ml [Nhũ dịch lipid](Lô:),Date )'HSX:B.Braun Melsungen AG' 'NSX:Germany",chai,191000,30,5730000,0,0,0,0,30,5730000,5,2019,
199,LIZO01,"Lizolid 600mg [Linezolid*](Lô:),Date )'HSX:Glenmark Pharmaceuticals Ltd.' 'NSX:India",Viên,18500,337,6234500,200,3700000,205,3792500,332,6142000,5,2019,
200,\,"Lovenox 40mg/0,4ml (4000 anti-Xa IU/0,4ml) [Enoxaparin (natri)](Lô:),Date )'HSX:Sanofi Winthrop Industrie' 'NSX:France",bơm tiêm,85380.75,0,0,130,11099498,0,0,130,11099498,5,2019,
201,\,"Lovenox 40mg/0,4ml (4000 anti-Xa IU/0,4ml) [Enoxaparin (natri)](Lô:),Date )'HSX:Sanofi Winthrop Industrie' 'NSX:France",bơm tiêm,85380.77,0,0,30,2561423,0,0,30,2561423,5,2019,
202,\,"Lovenox 40mg/0,4ml (4000 anti-Xa IU/0,4ml) [Enoxaparin (natri)](Lô:),Date )'HSX:Sanofi Winthrop Industrie' 'NSX:France",bơm tiêm,85380.8,10,853808,0,0,6,512284.8,4,341523.2,5,2019,
203,LOV0012,"Lovenox 60mg/0,6ml (6000 anti-Xa IU/0,6ml) [Enoxaparin (natri)](Lô:),Date )'HSX:Sanofi Winthrop Industrie' 'NSX:France",bơm tiêm,113162.7,23,2602742.1,0,0,-3,-339488.1,26,2942230.2,5,2019,
204,LOV0012,"Lovenox 60mg/0,6ml (6000 anti-Xa IU/0,6ml) [Enoxaparin (natri)](Lô:),Date )'HSX:Sanofi Winthrop Industrie' 'NSX:France",bơm tiêm,113162.71,2,226325.42,0,0,-1,-113162.71,3,339488.13,5,2019,
205,MABT01,"Mabthera (500mg) 10mg/ml x 50ml [Rituximab](Lô:),Date )'HSX:Cơ sở sản xuất: Roche Diagnostics GmbH, Đức; Cơ sở đóng gói: F. Hoffmann-La Roche Ltd, Thụy Sĩ' 'NSX:Germany",Lọ,25604129.25,14,358457809.5,20,512082585,14,358457809.5,20,512082585,5,2019,rituximab_500mg_50ml_lo
206,MABT01,"Mabthera (500mg) 10mg/ml x 50ml [Rituximab](Lô:),Date )'HSX:Cơ sở sản xuất: Roche Diagnostics GmbH, Đức; Cơ sở đóng gói: F. Hoffmann-La Roche Ltd, Thụy Sĩ' 'NSX:Germany",Lọ,25604129.3,10,256041293,30,768123879,18,460874327.4,22,563290844.6,5,2019,rituximab_500mg_50ml_lo
207,MAGN01,"Magnesi B6 5mg + 470mg [Vitamin B6 + magnesi (lactat) ](Lô:),Date )'HSX:S. Pharm' 'NSX:Việt Nam",Viên,115.99,1306,151487.51,0,0,1306,151487.51,0,0,5,2019,
208,MAGN02,"Magnesi sulfat Kabi 15% 1,5g/10ml [Magnesi sulfat](Lô:),Date )'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Ống,2520,795,2003400,0,0,429,1081080,366,922320,5,2019,
209,MAN0099,"Mannitol 20g/100ml, 20% [Manitol](Lô:),Date )'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",chai,17745,37,656565,0,0,-3,-53235,40,709800,5,2019,
210,MEDE01,"Medexa 16mg [Methyl prednisolon](Lô:),Date )'HSX:PT. Dexa Medica' 'NSX:Indonesia",Viên,2568,19903,51110904,9900,25423200,9538,24493584,20265,52040520,5,2019,methylprednisolon_16_vien
211,MEDE02,"Medexa 4mg [Methyl prednisolon](Lô:),Date )'HSX:PT. Dexa Medica' 'NSX:Indonesia",Viên,856,16793,14374808,20000,17120000,13408,11477248,23385,20017560,5,2019,methylprednisolon_4_vien
212,MEDR02,"Medrol 16mg [Methyl prednisolon](Lô:),Date )'HSX:Pfizer Italia S.r.l' 'NSX:Ý",Viên,3672,28141,103333747.05,0,0,7138,26210734.7,21003,77123012.35,5,2019,methylprednisolon_16_vien
213,MEDR01,"Medrol 4mg [Methyl prednisolon](Lô:),Date )'HSX:Pfizer Italia S.r.l' 'NSX:Ý",Viên,983,36887,36259914.99,0,0,4327,4253440.32,32560,32006474.66,5,2019,methylprednisolon_4_vien
214,MED003,"Medsamic 250mg/5ml [Tranexamic acid](Lô:),Date )'HSX:Medochemie Ltd.' 'NSX:Cyprus",ống,9430,38,358340,0,0,38,358340,0,0,5,2019,
215,MER0025,"Meronem 1g [Meropenem (dưới dạng meropenem trihydrat)](Lô:),Date )'HSX:ACS Dobfar S.P.A; cơ sở đóng gói 1:Zambon Switzerland Ltd./ cơ sở đóng gói 2: AstraZeneca UK Limited' 'NSX:Ý, đóng gói tại Thụy Sỹ, Anh",lọ,683164,10,6831640,0,0,0,0,10,6831640,5,2019,meropenem_1g_lo
216,MER0024,"Meronem 500mg [Meropenem (dưới dạng meropenem trihydrat)](Lô:),Date )'HSX:ACS Dobfar S.P.A; cơ sở đóng gói 1:Zambon Switzerland Ltd./ cơ sở đóng gói 2: AstraZeneca UK Limited' 'NSX:Ý, đóng gói tại Thụy Sỹ, Anh",lọ,394717,164,64733588,0,0,40,15788680,124,48944908,5,2019,
217,MERO02,"Meronem Inj 1g [Meropenem](Lô:),Date )'HSX:ACS Dobfar S.P.A; cơ sở đóng gói 1:Zambon Switzerland Ltd./ cơ sở đóng gói 2: AstraZeneca UK Limited' 'NSX:Ý đóng gói Thụy Sỹ, Anh",Lọ,683164,900,614847599,0,0,0,0,900,614847599,5,2019,meropenem_1g_lo
218,MERO02,"Meronem Inj 1g [Meropenem](Lô:),Date )'HSX:ACS Dobfar S.P.A; cơ sở đóng gói 1:Zambon Switzerland Ltd./ cơ sở đóng gói 2: AstraZeneca UK Limited' 'NSX:Ý đóng gói Thụy Sỹ, Anh",Lọ,683164,1040,710490559,0,0,581,396918283.44,459,313572275.56,5,2019,meropenem_1g_lo
219,MERO02,"Meronem Inj 1g [Meropenem](Lô:),Date )'HSX:ACS Dobfar S.P.A; cơ sở đóng gói 1:Zambon Switzerland Ltd./ cơ sở đóng gói 2: AstraZeneca UK Limited' 'NSX:Ý đóng gói Thụy Sỹ, Anh",Lọ,683164,56,38257184,0,0,56,38257184,0,0,5,2019,meropenem_1g_lo
220,MERO01,"Meronem Inj 500mg [Meropenem](Lô:),Date )'HSX:ACS Dobfar S.P.A; cơ sở đóng gói 1:Zambon Switzerland Ltd./ cơ sở đóng gói 2: AstraZeneca UK Limited' 'NSX:Ý đóng gói Thụy Sỹ, Anh",Lọ,394717,720,284196240,0,0,0,0,720,284196240,5,2019,
221,MER0023,"Meropenem Kabi 1g [Meropenem](Lô:),Date )'HSX:Facta Farmaceutici S.P.A.' 'NSX:Italy",lọ,158900,21,3336899.9,0,0,1,158900,20,3177999.9,5,2019,meropenem_1g_lo
222,MER003,"MerugoldI.V 1g [Meropenem*](Lô:),Date )'HSX:Công ty TNHH Dược phẩm Hùng Thịnh' 'NSX:Italy",lọ,257000,724,186068000,0,0,58,14906000,666,171162000,5,2019,meropenem_1g_lo
223,MET001,"Methobel 1g [Methotrexat](Lô:),Date )'HSX:Belmedpreparaty  RUE' 'NSX:Belarus",lọ,860000,1,860000,0,0,0,0,1,860000,5,2019,
224,METH02,"Methotrexat - Belmed 1g [Methotrexat](Lô:),Date )'HSX:Belmedpreparaty  RUE' 'NSX:Belarus",Lọ,898999.99,100,89899999,0,0,0,0,100,89899999,5,2019,
225,METH02,"Methotrexat - Belmed 1g [Methotrexat](Lô:),Date )'HSX:Belmedpreparaty  RUE' 'NSX:Belarus",Lọ,898999.99,329,295770998,0,0,101,90798999.39,228,204971998.61,5,2019,
226,METH02,"Methotrexat - Belmed 1g [Methotrexat](Lô:),Date )'HSX:Belmedpreparaty  RUE' 'NSX:Belarus",Lọ,899000,27,24273000,50,44950000,27,24273000,50,44950000,5,2019,
227,METH01,"Methotrexat Bidiphar 50mg [Methotrexat](Lô:),Date )'HSX:Công ty cổ phần Dược - TTBYT Bình Định (Bidiphar)' 'NSX:Việt Nam",Lọ,63798,543,34642314,1500,95697000,0,0,2043,130339314,5,2019,
228,MET002,"Metoclopramid Kabi 10mg [Metoclopramid](Lô:),Date )'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",ống,1764,100,176400,0,0,71,125244,29,51156,5,2019,
229,METR01,"Metronidazol Kabi 500mg/100ml [Metronidazol](Lô:),Date )'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar.' 'NSX:Việt Nam",Chai nhựa PPKB,8820,64,564480,48,423360,0,0,112,987840,5,2019,
230,MIDA01,"Midazolam - hameln 5mg/1ml [Midazolam](Lô:),Date )'HSX:Hameln Pharmaceutical GmbH' 'NSX:Đức",Ống,18480,439,8112720,0,0,41,757680,398,7355040,5,2019,
231,MITO02,"Mitoxgen 20mg [Mitoxantron](Lô:),Date )'HSX:Laboratorios IMA S.A.I.C.' 'NSX:Argentina",Lọ,1333000,160,213280000,0,0,21,27993000,139,185287000,5,2019,
232,MIXT01,"Mixtard 30 100IU/ml [Insulin trộn, hỗn hợp (Mixtard-acting, Dual-acting)](Lô:),Date )'HSX:Novo Nordisk A/S' 'NSX:Đan Mạch",Lọ,100999.5,10,1009995,0,0,0,0,10,1009995,5,2019,
233,MOR0011,"Morihepamin 7,58%, 200ml [Acid amin*](Lô:),Date )'HSX:AY Pharmaceuticals Co., LTD.' 'NSX:JAPAN",túi,116631.9,33,3848852.7,0,0,5,583159.5,28,3265693.2,5,2019,
234,MOR002,"Morphin 10mg/ml [Morphin (hydroclorid, sulfat)](Lô:),Date )'HSX:Chi nhánh công ty  cổ phần dược phẩm trung ương Vidipha tai Bình Dương' 'NSX:Việt Nam",ống,6930,17,117810,0,0,0,0,17,117810,5,2019,
235,MUTA01,"Mutastyl 200mg [N-acetylcystein](Lô:),Date )'HSX:Công ty cổ phần dược phẩm Trung ương 2' 'NSX:Việt Nam",Gói,425,1655,703375,0,0,773,328525,882,374850,5,2019,
236,NAT002,"Natri bicarbonat 250ml 1,4% [Natri hydrocarbonat (natri bicarbonat)](Lô:),Date )'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",chai,28350,0,0,0,0,0,0,0,0,5,2019,
237,NATR04,"Natri bicarbonat 250ml 1,4% [Natri hydrocarbonat (natri bicarbonat)](Lô:),Date )'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Chai,31973,325,10391225,0,0,109,3485057,216,6906168,5,2019,
238,NATR03,"Natri bicarbonat 500ml 1,4% [Natri hydrocarbonat (natri bicarbonat)](Lô:),Date )'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Chai,39953,0,0,0,0,0,0,0,0,5,2019,
239,NATR03,"Natri bicarbonat 500ml 1,4% [Natri hydrocarbonat (natri bicarbonat)](Lô:),Date )'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Chai,39953,296,11826088,840,33560520,849,33920097,287,11466511,5,2019,
240,NATR05,"Natri clorid (Fresenius) 100ml 0,9% [Natri clorid](Lô:),Date )'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Chai,7665,429,3288285,720,5518800,774,5932710,375,2874375,5,2019,
