"","ma","thuoc","ThuongMai","dvt","hoatchat","nhomBD","nhomdieutri","tondauky_sl","tondauky_thanhtien","nhaptrongky_sl","nhaptrongky_thanhtien","xuattrongky_sl","xuattrongky_thanhtien","toncuoiky_sl","toncuoiky_thanhtien","thang","nam"
"7269","FLU001","Fluconazole 200mg [Fluconazol](Lô:1616555),Date 010419)'HSX:Solupharm Pharmazeutische Erzeugnisse GmbH' 'NSX:Germany","fluconazol_solu","lo","fluconazol_200",2,16,10,2800000,0,0,0,0,10,2800000,10,2018
"7270","FLU001","Fluconazole 200mg [Fluconazol](Lô:1616555),Date 010419)'HSX:Solupharm Pharmazeutische Erzeugnisse GmbH' 'NSX:Germany","fluconazol_solu","lo","fluconazol_200",2,16,10,2800000,0,0,0,0,10,2800000,11,2018
"7271","FluT7","fludalym 25mg/ml
 , 50mg,lọ (s.c.sindan pharma s.r.l,romania)","fludalym","lo","fludarabin_25mg_ml",2,18,43,107070000,50,124500000,25,62250000,68,169320000,3,2016
"7272","FluT7","fludalym 25mg/ml
 , 50mg,lọ (s.c.sindan pharma s.r.l,romania)","fludalym","lo","fludarabin_25mg_ml",2,18,68,169320000,50,124500000,36,89640000,82,204180000,4,2016
"7273","FluT7","fludalym 25mg/ml
 , 50mg,lọ (s.c.sindan pharma s.r.l,romania)","fludalym","lo","fludarabin_25mg_ml",2,18,82,204180000,0,0,23,57270000,59,146910000,5,2016
"7274","FluT7","fludalym 25mg/ml
 , 50mg,lọ (s.c.sindan pharma s.r.l,romania)","fludalym","lo","fludarabin_25mg_ml",2,18,59,146910000,50,124500000,28,69720000,81,201690000,6,2016
"7275","FluT7","fludalym 25mg/ml
 , 50mg,lọ (s.c.sindan pharma s.r.l,romania)","fludalym","lo","fludarabin_25mg_ml",2,18,81,201690000,0,0,25,62250000,56,139440000,7,2016
"7276","FluT7","fludalym 25mg/ml
 , 50mg,lọ (s.c.sindan pharma s.r.l,romania)","fludalym","lo","fludarabin_25mg_ml",2,18,56,139440000,48,119520000,11,27390000,93,231570000,8,2016
"7277","FluT7","fludalym 25mg/ml
 , 50mg,lọ (s.c.sindan pharma s.r.l,romania)","fludalym","lo","fludarabin_25mg_ml",2,18,93,231570000,0,0,9,22410000,84,209160000,9,2016
"7278","FluT7","fludalym 25mg/ml
 , 50mg,lọ (s.c.sindan pharma s.r.l,romania)","fludalym","lo","fludarabin_25mg_ml",2,18,84,209160000,0,0,9,22410000,75,186750000,10,2016
"7279","FluT7","fludalym 25mg/ml
 , 50mg,lọ (s.c.sindan pharma s.r.l,romania)","fludalym","lo","fludarabin_25mg_ml",2,18,75,186750000,0,0,14,34860000,61,151890000,11,2016
"7280","FluT7","fludalym 25mg/ml
 , 50mg,lọ (s.c.sindan pharma s.r.l,romania)","fludalym","lo","fludarabin_25mg_ml",2,18,61,151890000,0,0,14,34860000,47,117030000,12,2016
"7281","FluT7","fludalym 25mg/ml
 , 50mg,lọ (s.c.sindan pharma s.r.l,romania)","fludalym","lo","fludarabin_25mg_ml",2,18,47,117030000,0,0,13,32370000,34,84660000,1,2017
"7282","FluT7","fludalym 25mg/ml
 , 50mg,lọ (s.c.sindan pharma s.r.l,romania)","fludalym","lo","fludarabin_25mg_ml",2,18,34,84660000,0,0,13,32370000,21,52290000,2,2017
"7283","FluT7","fludalym 25mg/ml
 , 50mg,lọ (s.c.sindan pharma s.r.l,romania)","fludalym","lo","fludarabin_25mg_ml",2,18,21,52290000,0,0,13,32370000,8,19920000,3,2017
"7284","FluT7","fludalym 25mg/ml
 , 50mg,lọ (s.c.sindan pharma s.r.l,romania)","fludalym","lo","fludarabin_25mg_ml",2,18,8,19920000,0,0,8,19920000,0,0,4,2017
"7285","FluT8","fludalym 25mg/ml
_, 50mg
 ,lọ (s.c.sindan pharma s.r.l,romania)","fludalym","lo","fludarabin_25mg_ml",2,18,0,0,30,71400000,12,28560000,18,42840000,4,2017
"7286","FluT8","fludalym 25mg/ml
_, 50mg
 ,lọ (s.c.sindan pharma s.r.l,romania)","fludalym","lo","fludarabin_25mg_ml",2,18,18,42840000,30,71400000,14,33320000,34,80920000,5,2017
"7287","FluT8","fludalym 25mg/ml
_, 50mg
 ,lọ (s.c.sindan pharma s.r.l,romania) au16002g, 01/10/2019","fludalym","lo","fludarabin_25mg_ml",2,18,34,80920000,0,0,11,26180000,23,54740000,6,2017
"7288","FluT8","fludalym 25mg/ml
_, 50mg
 ,lọ (s.c.sindan pharma s.r.l,romania) au16002g, 01/10/2019","fludalym","lo","fludarabin_25mg_ml",2,18,23,54740000,50,1.19e+08,13,30940000,60,142800000,7,2017
"7289","FluT8","fludalym 25mg/ml
_, 50mg
 ,lọ (s.c.sindan pharma s.r.l,romania) au16002n, 01/10/2019","fludalym","lo","fludarabin_25mg_ml",2,18,37,88060000.2,0,0,15,35700000.2,22,52360000,10,2017
"7290","FluT8","fludalym 25mg/ml
_, 50mg
 ,lọ (s.c.sindan pharma s.r.l,romania) au16002n, 01/10/2019","fludalym","lo","fludarabin_25mg_ml",2,18,22,52360000,0,0,22,52360000,0,0,11,2017
"7291","FluT8","fludalym 25mg/ml
_, 50mg
 ,lọ (s.c.sindan pharma s.r.l,romania) au16002n, 02/10/2019","fludalym","lo","fludarabin_25mg_ml",2,18,60,142800000,0,0,17,40460000,43,102340000,8,2017
"7292","FluT8","fludalym 25mg/ml
_, 50mg
 ,lọ (s.c.sindan pharma s.r.l,romania) au16002n, 02/10/2019","fludalym","lo","fludarabin_25mg_ml",2,18,43,102340000,40,95200000.2,46,109480000,37,88060000.2,9,2017
"7293","FluT8","fludalym 25mg/ml
_, 50mg
 ,lọ (s.c.sindan pharma s.r.l,romania) au16004h, 01/12/2019","fludalym","lo","fludarabin_25mg_ml",2,18,0,0,0,0,0,0,0,0,3,2018
"7294","FluT10","fludalym 25mg/ml
_, 50mg,lọ (s.c.sindan pharma s.r.l,romania) au18001f, 01/01/2021","fludalym","lo","fludarabin_25mg_ml",2,18,0,0,50,1.19e+08,0,0,50,1.19e+08,5,2018
"7295","FluT10","fludalym 25mg/ml
_, 50mg,lọ (s.c.sindan pharma s.r.l,romania) au18001f, 01/01/2021","fludalym","lo","fludarabin_25mg_ml",2,18,50,1.19e+08,0,0,0,0,50,1.19e+08,6,2018
"7296","FluT8","fludalym 25mg/ml
, 50mg
 ,lọ (s.c.sindan pharma s.r.l,romania) au16004h, 01/12/2019","fludalym","lo","fludarabin_25mg_ml",2,18,0,0,30,71400000,2,4760000,28,66640000,4,2018
"7297","FluT8","fludalym 25mg/ml
, 50mg
 ,lọ (s.c.sindan pharma s.r.l,romania) au16004h, 01/12/2019","fludalym","lo","fludarabin_25mg_ml",2,18,28,66640000,0,0,21,49980000,7,16660000,5,2018
"7298","FluT8","fludalym 25mg/ml
, 50mg
 ,lọ (s.c.sindan pharma s.r.l,romania) au16004h, 01/12/2019","fludalym","lo","fludarabin_25mg_ml",2,18,7,16660000,0,0,7,16660000,0,0,6,2018
"7299","FLU002","Fludalym 50mg [Fludarabin](Lô: ),Date 010121)'HSX:S.C.Sindan- Pharma SRL' 'NSX:Romania","fludalym","lo","fludarabin_25mg_ml",2,18,50,1.19e+08,0,0,24,57120000,26,61880000,7,2018
"7300","FLU002","Fludalym 50mg [Fludarabin](Lô: ),Date 010121)'HSX:S.C.Sindan- Pharma SRL' 'NSX:Romania","fludalym","lo","fludarabin_25mg_ml",2,18,26,61880000,0,0,21,49980000,5,11900000,8,2018
"7301","FLU002","Fludalym 50mg [Fludarabin](Lô: ),Date 010121)'HSX:S.C.Sindan- Pharma SRL' 'NSX:Romania","fludalym","lo","fludarabin_25mg_ml",2,18,5,11900000,0,0,5,11900000,0,0,9,2018
"7302",NA,"fludalym, 50mg,lọ (s.c.sindan pharma s.r.l,romania)","fludalym","lo","fludarabin_25mg_ml",2,18,44,127512000,0,0,19,55062000,25,72450000,12,2014
"7303","FluT7","fludalym, 50mg,lọ (s.c.sindan pharma s.r.l,romania)","fludalym","lo","fludarabin_25mg_ml",2,18,25,72450000,34,98532000,17,49266000,42,121716000,1,2015
"7304","FluT7","fludalym, 50mg,lọ (s.c.sindan pharma s.r.l,romania)","fludalym","lo","fludarabin_25mg_ml",2,18,42,121716000,0,0,21,60858000,21,60858000,2,2015
"7305","FluT7","fludalym, 50mg,lọ (s.c.sindan pharma s.r.l,romania)","fludalym","lo","fludarabin_25mg_ml",2,18,21,60858000,30,86940000,31,89838000,20,57960000,3,2015
"7306","FluT7","fludalym, 50mg,lọ (s.c.sindan pharma s.r.l,romania)","fludalym","lo","fludarabin_25mg_ml",2,18,20,57960000,50,144900000,6,17388000,64,185472000,4,2015
"7307","FluT7","fludalym, 50mg,lọ (s.c.sindan pharma s.r.l,romania)","fludalym","lo","fludarabin_25mg_ml",2,18,64,185472000,0,0,9,26082000,55,159390000,5,2015
"7308","FluT7","fludalym, 50mg,lọ (s.c.sindan pharma s.r.l,romania)","fludalym","lo","fludarabin_25mg_ml",2,18,55,159390000,0,0,8,23184000,47,136206000,6,2015
"7309","FluT7","fludalym, 50mg,lọ (s.c.sindan pharma s.r.l,romania)","fludalym","lo","fludarabin_25mg_ml",2,18,47,136206000,20,57960000,16,46368000,51,147798000,7,2015
"7310","FluT7","fludalym, 50mg,lọ (s.c.sindan pharma s.r.l,romania)","fludalym","lo","fludarabin_25mg_ml",2,18,51,147798000,0,0,24,69552000,27,78246000,8,2015
"7311","FluT7","fludalym, 50mg,lọ (s.c.sindan pharma s.r.l,romania)","fludalym","lo","fludarabin_25mg_ml",2,18,27,78246000,20,49800000,11,31878000,36,96168000,9,2015
"7312","FluT7","fludalym, 50mg,lọ (s.c.sindan pharma s.r.l,romania)","fludalym","lo","fludarabin_25mg_ml",2,18,36,96168000,0,0,14,40572000,22,55596000,10,2015
"7313","FluT7","fludalym, 50mg,lọ (s.c.sindan pharma s.r.l,romania)","fludalym","lo","fludarabin_25mg_ml",2,18,22,55596000,50,124500000,9,23226000,63,156870000,11,2015
"7314","FluT7","fludalym, 50mg,lọ (s.c.sindan pharma s.r.l,romania)","fludalym","lo","fludarabin_25mg_ml",2,18,63,156870000,0,0,25,62250000,38,94620000,12,2015
"7315","FluT7","fludalym, 50mg,lọ (s.c.sindan pharma s.r.l,romania)","fludalym","lo","fludarabin_25mg_ml",2,18,38,94620000,50,124500000,15,37350000,73,181770000,1,2016
"7316","FluT7","fludalym, 50mg,lọ (s.c.sindan pharma s.r.l,romania)","fludalym","lo","fludarabin_25mg_ml",2,18,73,181770000,0,0,30,74700000,43,107070000,2,2016
"7317",NA,"fludalym(fludarabin), 50mg,lọ (s.c.sindan pharma s.r.l,romania)","fludalym","lo","fludarabin_25mg_ml",2,18,0,0,10,28980000,2,5796000,8,23184000,9,2014
"7318",NA,"fludalym(fludarabin), 50mg,lọ (s.c.sindan pharma s.r.l,romania)","fludalym","lo","fludarabin_25mg_ml",2,18,8,23184000,40,115920000,27,78246000,21,60858000,10,2014
"7319",NA,"fludalym(fludarabin), 50mg,lọ (s.c.sindan pharma s.r.l,romania)","fludalym","lo","fludarabin_25mg_ml",2,18,21,60858000,44,127512000,21,60858000,44,127512000,11,2014
"7320","FluT5","fludarabin ""ebewe""
 , 50mg,lọ (ebewe pharma ges.m.b.h.nfg.kg,áo) gs6541, 01/09/2019","fludarabin_ebewe","lo","fludarabin_25mg_ml",2,18,0,0,20,47779580,0,0,20,47779580,9,2017
"7321","FluT5","fludarabin ""ebewe""
 , 50mg,lọ (ebewe pharma ges.m.b.h.nfg.kg,áo) gs6541, 01/09/2019","fludarabin_ebewe","lo","fludarabin_25mg_ml",2,18,20,47779580,0,0,0,0,20,47779580,10,2017
"7322","FluT5","fludarabin ""ebewe""
 , 50mg,lọ (ebewe pharma ges.m.b.h.nfg.kg,áo) gs6541, 01/09/2019","fludarabin_ebewe","lo","fludarabin_25mg_ml",2,18,20,47779580,70,167228530,11,26278769,79,188729341,11,2017
"7323","FluT5","fludarabin ""ebewe""
 , 50mg,lọ (ebewe pharma ges.m.b.h.nfg.kg,áo) gs6541, 01/09/2019","fludarabin_ebewe","lo","fludarabin_25mg_ml",2,18,79,188729341,30,71669370,37,88392223,72,172006488,12,2017
"7324","FluT5","fludarabin ""ebewe""
 , 50mg,lọ (ebewe pharma ges.m.b.h.nfg.kg,áo) gs6541, 01/09/2019","fludarabin_ebewe","lo","fludarabin_25mg_ml",2,18,72,172006488,52,124226908,50,119448950,74,176784446,1,2018
"7325","FluT5","fludarabin ""ebewe""
 , 50mg,lọ (ebewe pharma ges.m.b.h.nfg.kg,áo) gs6541, 01/09/2019","fludarabin_ebewe","lo","fludarabin_25mg_ml",2,18,74,176784446,0,0,11,26278769,63,150505677,2,2018
"7326","FluT5","fludarabin ""ebewe""
 , 50mg,lọ (ebewe pharma ges.m.b.h.nfg.kg,áo) gs6541, 01/09/2019","fludarabin_ebewe","lo","fludarabin_25mg_ml",2,18,63,150505677,0,0,32,76447328,31,74058349,3,2018
"7327","FluT5","fludarabin ""ebewe""
 , 50mg,lọ (ebewe pharma ges.m.b.h.nfg.kg,áo) gs6541, 01/09/2019","fludarabin_ebewe","lo","fludarabin_25mg_ml",2,18,31,74058349,0,0,31,74058349,0,0,4,2018
"7328","FLUD01","Fludarabin ""Ebewe"" (lô 1) 50mg/2ml [Fludarabin](Lô:),Date )'HSX:Ebewe Pharma Ges.m.b.H.N fg.KG' 'NSX:Áo","fludarabin_ebewe","lo","fludarabin_25mg_ml",2,18,0,0,16,32479999.5,0,0,16,32479999.5,12,2018
"7329","FLUD01","Fludarabin ""Ebewe"" (lô 1) 50mg/2ml [Fludarabin](Lô:),Date )'HSX:Ebewe Pharma Ges.m.b.H.N fg.KG' 'NSX:Áo","fludarabin_ebewe","lo","fludarabin_25mg_ml",2,18,0,0,34,69019999.5,0,0,34,69019999.5,12,2018
"7330","FLUD01","Fludarabin ""Ebewe"" (lô 1) 50mg/2ml [Fludarabin](Lô:),Date )'HSX:Ebewe Pharma Ges.m.b.H.N fg.KG' 'NSX:Áo","fludarabin_ebewe","lo","fludarabin_25mg_ml",2,18,43,87290000,0,0,23,46690000,20,40600000,12,2018
"7331","FLUD01","Fludarabin ""Ebewe"" (lô 1) 50mg/2ml [Fludarabin](Lô:HS3519),Date 011220)'HSX:Ebewe Pharma Ges.m.b.H.N fg.KG' 'NSX:Áo","fludarabin_ebewe","lo","fludarabin_25mg_ml",2,18,0,0,50,101500000,5,10150000,45,91350000,9,2018
"7332","FLUD01","Fludarabin ""Ebewe"" (lô 1) 50mg/2ml [Fludarabin](Lô:HS3519),Date 011220)'HSX:Ebewe Pharma Ges.m.b.H.N fg.KG' 'NSX:Áo","fludarabin_ebewe","lo","fludarabin_25mg_ml",2,18,45,91350000,50,101500000,37,75110000,58,117740000,10,2018
"7333","FLUD01","Fludarabin ""Ebewe"" (lô 1) 50mg/2ml [Fludarabin](Lô:HS3519),Date 011220)'HSX:Ebewe Pharma Ges.m.b.H.N fg.KG' 'NSX:Áo","fludarabin_ebewe","lo","fludarabin_25mg_ml",2,18,58,117740000,0,0,15,30450000,43,87290000,11,2018
"7334",NA,"fludarabine(belarus), 50mg,ống (belmed,belarus)","fludarabin_belarus","ong","fludarabin_25mg_ml",2,18,57,169860000.07,7,20859999.5,24,71520000.07,40,119199999.5,1,2014
"7335",NA,"fludarabine(belarus), 50mg,ống (belmed,belarus)","fludarabin_belarus","ong","fludarabin_25mg_ml",2,18,40,119199999.5,30,89400000,25,74500000,45,134099999.5,2,2014
"7336",NA,"fludarabine(belarus), 50mg,ống (belmed,belarus)","fludarabin_belarus","ong","fludarabin_25mg_ml",2,18,45,134099999.5,0,0,18,53639999.5,27,80460000,3,2014
"7337",NA,"fludarabine(belarus), 50mg,ống (belmed,belarus)","fludarabin_belarus","ong","fludarabin_25mg_ml",2,18,27,80460000,140,417200000,25,74500000,142,423160000,4,2014
"7338",NA,"fludarabine(belarus), 50mg,ống (belmed,belarus)","fludarabin_belarus","ong","fludarabin_25mg_ml",2,18,142,423160000,0,0,19,56620000,123,366540000,5,2014
"7339",NA,"fludarabine(belarus), 50mg,ống (belmed,belarus)","fludarabin_belarus","ong","fludarabin_25mg_ml",2,18,123,366540000,0,0,34,101320000,89,265220000,6,2014
"7340",NA,"fludarabine(belarus), 50mg,ống (belmed,belarus)","fludarabin_belarus","ong","fludarabin_25mg_ml",2,18,89,265220000,0,0,40,119200000,49,146020000,7,2014
"7341",NA,"fludarabine(belarus), 50mg,ống (belmed,belarus)","fludarabin_belarus","ong","fludarabin_25mg_ml",2,18,49,146020000,0,0,18,53640000,31,92380000,8,2014
"7342",NA,"fludarabine(belarus), 50mg,ống (belmed,belarus)","fludarabin_belarus","ong","fludarabin_25mg_ml",2,18,31,92380000,0,0,31,92380000,0,0,9,2014
"7343","FOLA01","Folacid 5mg [Folic acid (vitamin B9) ](Lô:),Date )'HSX:Công ty cổ phần dược phẩm dược liệu Pharmedic' 'NSX:Việt Nam","Folacid","vien","acidfolic_5",2,20,57391,10158120.9135,44000,7787934,50332,8908688.502,51059,9037366.4115,12,2018
"7344","FOLA01","Folacid 5mg [Folic acid (vitamin B9) ](Lô:0060718),Date 090821)'HSX:Công ty cổ phần dược phẩm dược liệu Pharmedic' 'NSX:Việt Nam","Folacid","vien","acidfolic_5",2,20,0,0,24320,4304603.52,24320,4304603.52,0,0,11,2018
"7345","FOLA01","Folacid 5mg [Folic acid (vitamin B9) ](Lô:0070818),Date 170621)'HSX:Công ty cổ phần dược phẩm dược liệu Pharmedic' 'NSX:Việt Nam","Folacid","vien","acidfolic_5",2,20,0,0,56000,9911916,0,0,56000,9911916,11,2018
"7346","FOLA01","Folacid 5mg [Folic acid (vitamin B9) ](Lô:0070818),Date 170821)'HSX:Công ty cổ phần dược phẩm dược liệu Pharmedic' 'NSX:Việt Nam","Folacid","vien","acidfolic_5",2,20,0,0,5680,1005351.48,4289,759146.5665,1391,246204.9135,11,2018
"7347","AcFT","folacid, 5mg,viên (pharmedic,việt nam)","Folacid","vien","acidfolic_5",2,20,0,0,56000,4704000,17287,1452108,38713,3251892,8,2015
"7348","AcFT","folacid, 5mg,viên (pharmedic,việt nam)","Folacid","vien","acidfolic_5",2,20,38713,3251892,44800,3763200,47100,3956400,36413,3058692,9,2015
"7349","AcFT","folacid, 5mg,viên (pharmedic,việt nam)","Folacid","vien","acidfolic_5",2,20,36413,3058692,33600,2822400,53063,4457292,16950,1423800,10,2015
"7350","AcFT","folacid, 5mg,viên (pharmedic,việt nam)","Folacid","vien","acidfolic_5",2,20,16950,1423800,67200,5644800,50547,4245948,33603,2822652,11,2015
"7351","AcFT","folacid, 5mg,viên (pharmedic,việt nam)","Folacid","vien","acidfolic_5",2,20,33603,2822652,56000,4704000,45496,3821664,44107,3704988,12,2015
"7352","AcFT","folacid, 5mg,viên (pharmedic,việt nam)","Folacid","vien","acidfolic_5",2,20,44107,3704988,33600,2822400,43451,3649884,34256,2877504,1,2016
"7353","AcFT","folacid, 5mg,viên (pharmedic,việt nam)","Folacid","vien","acidfolic_5",2,20,34256,2877504,33600,2822400,41485,3484740,26371,2215164,2,2016
"7354","AcFT","folacid, 5mg,viên (pharmedic,việt nam)","Folacid","vien","acidfolic_5",2,20,26371,2215164,67200,5644800,50930,4278120,42641,3581844,3,2016
"7355","AcFT","folacid, 5mg,viên (pharmedic,việt nam)","Folacid","vien","acidfolic_5",2,20,42641,3581844,44800,3763200,46904,3939936,40537,3405108,4,2016
"7356","AcFT","folacid, 5mg,viên (pharmedic,việt nam)","Folacid","vien","acidfolic_5",2,20,40537,3405108,67200,5644800,48217,4050228,59520,4999680,5,2016
"7357","AcFT","folacid, 5mg,viên (pharmedic,việt nam)","Folacid","vien","acidfolic_5",2,20,59520,4999680,44800,3763200,51107,4292988,53213,4469892,6,2016
"7358","AcFT","folacid, 5mg,viên (pharmedic,việt nam)","Folacid","vien","acidfolic_5",2,20,53213,4469892,44800,3763200,54542,4581528,43471,3651564,7,2016
"7359","AcFT","folacid, 5mg,viên (pharmedic,việt nam)","Folacid","vien","acidfolic_5",2,20,43471,3651564,67200,5644800,60505,5082420,50166,4213944,8,2016
"7360","AcFT","folacid, 5mg,viên (pharmedic,việt nam)","Folacid","vien","acidfolic_5",2,20,50166,4213944,56000,4704000,54539,4581276,51627,4336668,9,2016
"7361","AcFT","folacid, 5mg,viên (pharmedic,việt nam)","Folacid","vien","acidfolic_5",2,20,51627,4336668,22400,1881600,53714,4511976,20313,1706292,10,2016
"7362","AcFT","folacid, 5mg,viên (pharmedic,việt nam)","Folacid","vien","acidfolic_5",2,20,20313,1706292,112000,9408000,57179,4803036,75134,6311256,11,2016
"7363","AcFT","folacid, 5mg,viên (pharmedic,việt nam)","Folacid","vien","acidfolic_5",2,20,75134,6311256,336000,28224000,56042,4707528,355092,29827728,12,2016
"7364","AcFT","folacid, 5mg,viên (pharmedic,việt nam)","Folacid","vien","acidfolic_5",2,20,355092,29827728,0,0,49763,4180092,305329,25647636,1,2017
"7365","AcFT","folacid, 5mg,viên (pharmedic,việt nam)","Folacid","vien","acidfolic_5",2,20,305329,25647636,0,0,55616,4671744,249713,20975892,2,2017
"7366","AcFT","folacid, 5mg,viên (pharmedic,việt nam)","Folacid","vien","acidfolic_5",2,20,249713,20975892,0,0,61808,5191872,187905,15784020,3,2017
"7367","AcFT","folacid, 5mg,viên (pharmedic,việt nam)","Folacid","vien","acidfolic_5",2,20,187905,15784020,0,0,57267,4810428,130638,10973592,4,2017
"7368","AcFT","folacid, 5mg,viên (pharmedic,việt nam)","Folacid","vien","acidfolic_5",2,20,130638,10973592,0,0,61043,5127612,69595,5845980,5,2017
"7369","AcFT","folacid, 5mg,viên (pharmedic,việt nam) 0130916, 27/10/2019","Folacid","vien","acidfolic_5",2,20,69595,5845980,0,0,56951,4783884,12644,1062096,6,2017
"7370","AcFT","folacid, 5mg,viên (pharmedic,việt nam) 0130916, 27/10/2019","Folacid","vien","acidfolic_5",2,20,12644,1062096,0,0,12644,1062096,0,0,7,2017
"7371",NA,"folacid(acid folic), 5mg,viên (pharmedic,việt nam)","Folacid","vien","acidfolic_5",2,20,49227,7391434.05,24000,4032000,50174,7550530.05,23053,3872904,1,2014
"7372",NA,"folacid(acid folic), 5mg,viên (pharmedic,việt nam)","Folacid","vien","acidfolic_5",2,20,23053,3872904,44800,7526400,43441,7298088,24412,4101216,2,2014
"7373",NA,"folacid(acid folic), 5mg,viên (pharmedic,việt nam)","Folacid","vien","acidfolic_5",2,20,24412,4101216,67200,11289600,46361,7788648,45251,7602168,3,2014
"7374",NA,"folacid(acid folic), 5mg,viên (pharmedic,việt nam)","Folacid","vien","acidfolic_5",2,20,45251,7602168,44800,7526400,46059,7737912,43992,7390656,4,2014
"7375",NA,"folacid(acid folic), 5mg,viên (pharmedic,việt nam)","Folacid","vien","acidfolic_5",2,20,43992,7390656,22400,3763200,41012,6890016,25380,4263840,5,2014
"7376",NA,"folacid(acid folic), 5mg,viên (pharmedic,việt nam)","Folacid","vien","acidfolic_5",2,20,25380,4263840,0,0,25380,4263840,0,0,6,2014
"7377",NA,"folicfer,viên (pharmedic,việt nam)","folicfer","vien","folic_acid_sắt",2,20,0,0,150,58285.5,150,58285.5,0,0,1,2014
"7378","FORL01","Forlen 600mg [Linezolid*](Lô:),Date )'HSX:Công ty cổ phần dược phẩm Đạt Vi Phú' 'NSX:Việt Nam","Forlen 600mg","vien","linezolid_600",2,14,287,4448500,200,3100000,281,4355500,206,3193000,12,2018
"7379","FORL01","Forlen 600mg [Linezolid*](Lô:18003),Date 010921)'HSX:Công ty cổ phần dược phẩm Đạt Vi Phú' 'NSX:Việt Nam","Forlen 600mg","vien","linezolid_600",2,14,0,0,400,6200000,72,1116000,328,5084000,10,2018
"7380","FORL01","Forlen 600mg [Linezolid*](Lô:18003),Date 010921)'HSX:Công ty cổ phần dược phẩm Đạt Vi Phú' 'NSX:Việt Nam","Forlen 600mg","vien","linezolid_600",2,14,328,5084000,200,3100000,241,3735500,287,4448500,11,2018
"7381","FOR0011","Fortum 1g [Ceftazidim](Lô: ),Date 011219)'HSX:GlaxoSmithKline Manufacturing SpA' 'NSX:Italy","Fortum 1g","lo","ceftazidim_1000",1,7,4141,313059600,0,0,1145,86562000,2996,226497600,7,2018
"7382","FOR0011","Fortum 1g [Ceftazidim](Lô: ),Date 011219)'HSX:GlaxoSmithKline Manufacturing SpA' 'NSX:Italy","Fortum 1g","lo","ceftazidim_1000",1,7,2996,226497600,0,0,1465,110754000,1531,115743600,8,2018
"7383","FOR0011","Fortum 1g [Ceftazidim](Lô: ),Date 011219)'HSX:GlaxoSmithKline Manufacturing SpA' 'NSX:Italy","Fortum 1g","lo","ceftazidim_1000",1,7,1531,115743600,0,0,1292,97675200,239,18068400,9,2018
"7384","FOR0011","Fortum 1g [Ceftazidim](Lô: ),Date 011219)'HSX:GlaxoSmithKline Manufacturing SpA' 'NSX:Italy","Fortum 1g","lo","ceftazidim_1000",1,7,239,18068400,0,0,238,17992800,1,75600,10,2018
"7385","FOR0011","Fortum 1g [Ceftazidim](Lô: ),Date 011219)'HSX:GlaxoSmithKline Manufacturing SpA' 'NSX:Italy","Fortum 1g","lo","ceftazidim_1000",1,7,1,75600,0,0,0,0,1,75600,11,2018
"7386","FOR0011","Fortum 1g [Ceftazidim](Lô:),Date )'HSX:GlaxoSmithKline Manufacturing SpA' 'NSX:Italy","Fortum 1g","lo","ceftazidim_1000",1,7,1,75600,0,0,1,75600,0,0,12,2018
"7387","ForT5","fortum_, 1g,lọ (glaxosmithkline manufacturing spa,italy) 6709t, 01/12/2019","Fortum 1g","lo","ceftazidim_1000",1,7,0,0,6000,453600000,688,52012800,5312,401587200,4,2018
"7388","ForT5","fortum_, 1g,lọ (glaxosmithkline manufacturing spa,italy) 6709t, 01/12/2019","Fortum 1g","lo","ceftazidim_1000",1,7,5312,401587200,1600,120960000,1405,106218000,5507,416329200,5,2018
"7389","ForT","fortum, 1g,lọ (glaxosmithkline manufacturing spa,italy)","Fortum 1g","lo","ceftazidim_1000",1,7,0,0,0,0,-1,-75600,1,75600,5,2016
